Round,Position,Team,Played,Premiership_Points,Percentage
6,12,RI,6,8,95.3
6,13,GC,6,8,88.6
6,14,PA,6,4,93.9
6,15,GW,6,4,73.7
6,16,ES,6,4,72.8
6,17,WC,6,4,61.2
6,18,NM,6,4,60.6
7,1,ME,7,28,145.9
7,2,BL,7,24,140.2
7,3,FR,7,24,138.2
7,4,SK,7,20,128.7
7,5,SY,7,20,123.5
7,6,CA,7,20,104.5
7,7,GE,7,16,118.5
7,8,CW,7,16,110.3
7,9,RI,7,12,114.4
7,10,WB,7,12,106.0
7,11,HW,7,12,95.9
7,12,AD,7,12,87.1
7,13,PA,7,8,94.6
7,14,GC,7,8,86.7
7,15,GW,7,8,85.6
7,16,ES,7,4,72.3
7,17,NM,7,4,59.9
7,18,WC,7,4,55.3
8,1,ME,8,32,148.5
8,2,FR,8,28,153.2
8,3,BL,8,28,151.4
8,4,CA,8,24,111.4
8,5,GE,8,20,126.3
8,6,SY,8,20,118.4
8,7,SK,8,20,117.3
8,8,RI,8,16,116.5
8,9,CW,8,16,104.9
8,10,WB,8,12,102.6
8,11,PA,8,12,98.0
8,12,HW,8,12,92.8
8,13,GC,8,12,89.9
8,14,AD,8,12,82.7
8,15,GW,8,8,79.9
8,16,ES,8,8,78.3
8,17,NM,8,4,55.6
8,18,WC,8,4,52.0
9,1,ME,9,36,159.0
9,2,BL,9,32,151.8
9,3,FR,9,28,139.4
9,4,CA,9,28,114.3
9,5,SY,9,24,125.7
9,6,SK,9,24,116.7
9,7,GE,9,20,121.4
9,8,RI,9,20,117.5
9,9,WB,9,16,109.3
9,10,PA,9,16,108.8
9,11,CW,9,16,98.4
9,12,GC,9,16,95.2
9,13,HW,9,12,91.0
9,14,AD,9,12,80.5
9,15,GW,9,8,78.8
9,16,ES,9,8,74.5
9,17,NM,9,4,53.7
9,18,WC,9,4,49.9
10,1,ME,10,40,161.7
10,2,BL,10,32,143.0
10,3,CA,10,32,114.6
10,4,FR,10,28,128.3
10,5,SK,10,28,118.1
10,6,GE,10,24,124.8
10,7,SY,10,24,120.4
10,8,RI,10,24,120.4
10,9,WB,10,20,110.7
10,10,CW,10,20,102.7
10,11,PA,10,16,103.0
10,12,GC,10,16,93.6
10,13,HW,10,16,92.6
10,14,GW,10,12,86.6
10,15,AD,10,12,80.2
10,16,ES,10,8,73.4
10,17,NM,10,4,53.6
10,18,WC,10,4,51.5
11,1,ME,11,40,147.5
11,2,BL,11,36,139.7
11,3,FR,11,32,131.6
11,4,SK,11,32,123.8
11,5,CA,11,32,112.9
11,6,GE,11,28,128.4
11,7,SY,11,28,118.8
11,8,WB,11,24,121.8
11,9,RI,11,24,117.4
11,10,CW,11,24,102.9
11,11,PA,11,20,104.9
11,12,GC,11,20,101.5
11,13,HW,11,16,87.2
11,14,GW,11,12,86.7
11,15,AD,11,12,78.0
11,16,ES,11,8,73.5
11,17,NM,11,4,53.2
11,18,WC,11,4,49.7
12,1,ME,12,40,141.2
12,2,BL,12,36,134.0
12,3,FR,12,36,129.9
12,4,GE,12,32,127.6
12,5,SK,11,32,123.8
12,6,SY,12,32,118.8
12,7,CA,11,32,112.9
12,8,CW,12,28,103.1
12,9,WB,12,24,118.5
12,10,RI,11,24,117.4
12,11,GC,12,24,108.0
12,12,PA,11,20,104.9
12,13,HW,12,16,87.6
12,14,AD,12,16,82.0
12,15,GW,11,12,86.7
12,16,ES,11,8,73.5
12,17,NM,12,4,52.3
12,18,WC,12,4,50.7
13,1,BL,13,40,134.2
13,2,ME,13,40,134.0
13,3,FR,13,40,128.5
13,4,CA,12,36,114.9
13,5,GE,12,32,127.6
13,6,SK,12,32,119.1
13,7,SY,12,32,118.8
13,8,CW,13,32,105.4
13,9,RI,12,28,117.5
13,10,WB,12,24,118.5
13,11,GC,12,24,108.0
13,12,PA,12,20,103.0
13,13,GW,12,16,92.0
13,14,HW,13,16,87.5
13,15,AD,12,16,82.0
13,16,ES,12,8,73.1
13,17,NM,13,4,52.3
13,18,WC,12,4,50.7
14,1,BL,13,40,134.2
14,2,ME,13,40,134.0
14,3,FR,13,40,128.5
14,4,GE,13,36,127.7
14,5,CA,13,36,112.3
14,6,RI,13,32,117.8
14,7,SY,13,32,115.1
14,8,SK,13,32,113.3
14,9,CW,13,32,105.4
14,10,WB,13,28,118.6
14,11,GC,13,28,111.6
14,12,PA,13,24,105.3
14,13,GW,13,16,91.1
14,14,HW,13,16,87.5
14,15,AD,13,16,80.1
14,16,ES,13,12,77.5
14,17,NM,13,4,52.3
14,18,WC,13,4,52.2
15,1,ME,14,44,139.2
15,2,GE,14,40,125.6
15,3,BL,14,40,124.9
15,4,FR,14,40,122.6
15,5,CA,14,40,114.6
15,6,SY,14,36,119.5
15,7,CW,14,36,106.0
15,8,WB,14,32,120.9
15,9,RI,14,32,116.2
15,10,SK,14,32,107.3
15,11,GC,14,28,110.5
15,12,PA,14,28,105.1
15,13,AD,14,20,85.5
15,14,GW,14,16,90.9
15,15,HW,14,16,85.6
15,16,ES,14,12,78.6
15,17,WC,14,8,55.8
15,18,NM,14,4,52.2
16,1,ME,15,48,139.6
16,2,GE,15,44,135.6
16,3,BL,15,44,126.9
16,4,FR,15,44,121.3
16,5,CA,15,40,112.1
16,6,CW,15,40,106.1
16,7,RI,15,36,117.8
16,8,SY,15,36,117.1
16,9,SK,15,36,108.2
16,10,WB,15,32,115.7
16,11,GC,15,28,109.4
16,12,PA,15,28,103.9
16,13,GW,15,20,92.9
16,14,AD,15,20,84.4
16,15,HW,15,16,84.8
16,16,ES,15,16,80.5
16,17,WC,15,8,57.1
16,18,NM,15,4,49.5
17,1,GE,16,48,136.1
17,2,ME,16,48,133.4
17,3,FR,16,48,123.8
17,4,BL,16,44,124.0
17,5,CA,16,44,116.8
17,6,CW,16,44,106.3
17,7,SY,16,40,120.5
17,8,RI,16,36,116.4
17,9,SK,16,36,104.1
17,10,WB,16,32,110.4
17,11,GC,16,32,108.9
17,12,PA,16,32,108.6
17,13,GW,16,20,89.4
17,14,HW,16,20,87.5
17,15,AD,16,20,83.1
17,16,ES,16,20,82.4
17,17,WC,16,8,56.4
17,18,NM,16,4,51.7
18,1,GE,17,52,137.0
18,2,ME,17,52,132.6
18,3,BL,17,48,126.0
18,4,FR,17,48,120.6
18,5,CW,17,48,106.2
18,6,SY,17,44,120.8
18,7,CA,17,44,113.4
18,8,RI,17,36,115.0
18,9,WB,17,36,112.0
18,10,SK,17,36,101.7
18,11,PA,17,32,106.9
18,12,GC,17,32,104.7
18,13,HW,17,24,89.7
18,14,ES,17,24,86.1
18,15,GW,17,20,87.4
18,16,AD,17,20,83.8
18,17,WC,17,8,57.4
18,18,NM,17,8,54.3
19,1,GE,18,56,135.1
19,2,ME,18,52,128.8
19,3,BL,18,52,125.5
19,4,CW,18,52,106.2
19,5,FR,18,50,119.7
19,6,SY,18,48,121.9
19,7,CA,18,48,115.5
19,8,WB,18,40,111.9
19,9,SK,18,40,103.6
19,10,RI,18,38,114.5
19,11,PA,18,32,105.4
19,12,GC,18,32,103.2
19,13,HW,18,28,93.0
19,14,ES,18,24,86.5
19,15,GW,18,20,85.9
19,16,AD,18,20,83.0
19,17,WC,18,8,57.9
19,18,NM,18,8,54.7
20,1,GE,19,60,135.5
20,2,ME,19,56,131.6
20,3,CW,19,56,106.2
20,4,SY,19,52,126.5
20,5,BL,19,52,123.3
20,6,FR,19,50,114.9
20,7,CA,19,48,112.6
20,8,SK,19,44,104.3
20,9,RI,19,42,114.0
20,10,WB,19,40,109.4
20,11,GC,19,36,103.2
20,12,PA,19,32,104.7
20,13,HW,19,28,92.6
20,14,ES,19,28,89.8
20,15,AD,19,24,85.2
20,16,GW,19,20,82.5
20,17,WC,19,8,60.0
20,18,NM,19,8,54.9
21,1,GE,20,64,137.1
21,2,CW,20,60,106.3
21,3,ME,20,56,128.8
21,4,SY,20,56,127.5
21,5,BL,20,56,124.2
21,6,FR,20,54,115.3
21,7,CA,20,48,109.6
21,8,RI,20,46,115.8
21,9,SK,20,44,101.1
21,10,WB,20,40,107.9
21,11,GC,20,36,102.7
21,12,PA,20,32,101.8
21,13,HW,20,32,93.2
21,14,ES,20,28,88.9
21,15,AD,20,28,86.8
21,16,GW,20,24,84.7
21,17,WC,20,8,61.1
21,18,NM,20,8,55.8
22,1,GE,21,68,139.7
22,2,SY,21,60,128.3
22,3,ME,21,60,127.7
22,4,BL,21,60,124.1
22,5,CW,21,60,104.4
22,6,FR,21,58,116.4
22,7,RI,21,50,118.7
22,8,CA,21,48,108.8
22,9,WB,21,44,107.9
22,10,SK,21,44,100.1
22,11,PA,21,36,107.1
22,12,GC,21,36,99.1
22,13,HW,21,32,90.5
22,14,AD,21,32,88.9
22,15,ES,21,28,85.4
22,16,GW,21,24,85.0
22,17,WC,21,8,61.2
22,18,NM,21,8,56.5
23,1,GE,22,72,144.2
23,2,ME,22,64,130.5
23,3,SY,22,64,127.9
23,4,CW,22,64,104.3
23,5,FR,22,62,117.0
23,6,BL,22,60,119.3
23,7,RI,22,54,121.6
23,8,WB,22,48,108.9
23,9,CA,22,48,108.3
23,10,SK,22,44,99.3
23,11,PA,22,40,110.3
23,12,GC,22,40,102.8
23,13,HW,22,32,89.8
23,14,AD,22,32,86.7
23,15,ES,22,28,83.2
23,16,GW,22,24,84.6
23,17,WC,22,8,59.8
23,18,NM,22,8,55.8
